ITEM|SKULOC|DMDGROUP|STARTDATE|TOTFCST|TYPE|DUR
100000000008|VF|6200000072|27-09-2025|25|11|10080
100000000008|VF|6200000072|23-08-2025|49|11|10080
100000000008|VF|6200000072|02-08-2025|49|11|10080
100000000008|VF|6200000072|26-07-2025|49|11|10080
100000000008|VF|6200000072|04-10-2025|25|11|10080
100000000008|VF|6200000072|16-08-2025|25|11|10080
100000000008|VF|6200000072|09-08-2025|49|11|10080
100000000008|VF|6200000072|18-10-2025|49|11|10080
100000000009|VF|6200000072|30-08-2025|74|11|10080
100000000009|VF|6200000072|13-09-2025|25|11|10080
100000000009|VF|6200000072|25-10-2025|25|11|10080
100000000009|VF|6200000072|06-09-2025|49|11|10080
100000000009|VF|6200000072|20-09-2025|25|11|10080
100000000009|VF|6200000072|06-12-2025|49|11|10080
100000000009|VF|6200000072|22-11-2025|98|11|10080
100000000009|VF|6200000072|27-09-2025|25|11|10080
100000000009|VF|6200000072|23-08-2025|49|11|10080
100000000009|VF|6200000072|02-08-2025|49|11|10080
100000000009|VF|6200000072|26-07-2025|49|11|10080
100000000009|VF|6200000072|04-10-2025|25|11|10080
100000000009|VF|6200000072|16-08-2025|25|11|10080
100000000009|VF|6200000072|09-08-2025|49|11|10080
100000000009|VF|6200000072|18-10-2025|49|11|10080
100000000110|VF|6200000072|30-08-2025|74|11|10080
100000000110|VF|6200000072|13-09-2025|25|11|10080
100000000110|VF|6200000072|25-10-2025|25|11|10080
100000000110|VF|6200000072|06-09-2025|49|11|10080
100000000110|VF|6200000072|20-09-2025|25|11|10080
100000000110|VF|6200000072|06-12-2025|49|11|10080
100000000110|VF|6200000072|22-11-2025|98|11|10080
100000000110|VF|6200000072|27-09-2025|25|11|10080
100000000110|VF|6200000072|23-08-2025|49|11|10080
100000000110|VF|6200000072|02-08-2025|49|11|10080
100000000110|VF|6200000072|26-07-2025|49|11|10080
100000000110|VF|6200000072|04-10-2025|25|11|10080
100000000110|VF|6200000072|16-08-2025|25|11|10080
100000000110|VF|6200000072|09-08-2025|49|11|10080
100000000110|VF|6200000072|18-10-2025|49|11|10080
100000000111|VF|6200000072|30-08-2025|74|11|10080
100000000111|VF|6200000072|13-09-2025|25|11|10080
100000000111|VF|6200000072|25-10-2025|25|11|10080
100000000111|VF|6200000072|06-09-2025|49|11|10080
100000000111|VF|6200000072|20-09-2025|25|11|10080
100000000111|VF|6200000072|06-12-2025|49|11|10080
100000000111|VF|6200000072|22-11-2025|98|11|10080
100000000111|VF|6200000072|27-09-2025|25|11|10080
100000000111|VF|6200000072|23-08-2025|49|11|10080
100000000111|VF|6200000072|02-08-2025|49|11|10080
100000000111|VF|6200000072|26-07-2025|49|11|10080
100000000111|VF|6200000072|04-10-2025|25|11|10080
100000000111|VF|6200000072|16-08-2025|25|11|10080
100000000111|VF|6200000072|09-08-2025|49|11|10080
100000000111|VF|6200000072|18-10-2025|49|11|10080
100000000112|VF|6200000072|30-08-2025|74|11|10080
100000000112|VF|6200000072|13-09-2025|25|11|10080
100000000112|VF|6200000072|25-10-2025|25|11|10080
100000000112|VF|6200000072|06-09-2025|49|11|10080
100000000112|VF|6200000072|20-09-2025|25|11|10080
100000000112|VF|6200000072|06-12-2025|49|11|10080
100000000112|VF|6200000072|22-11-2025|98|11|10080
100000000112|VF|6200000072|27-09-2025|25|11|10080
100000000112|VF|6200000072|23-08-2025|49|11|10080
100000000112|VF|6200000072|02-08-2025|49|11|10080
100000000112|VF|6200000072|26-07-2025|49|11|10080
100000000112|VF|6200000072|04-10-2025|25|11|10080
100000000112|VF|6200000072|16-08-2025|25|11|10080
100000000112|VF|6200000072|09-08-2025|49|11|10080
100000000112|VF|6200000072|18-10-2025|49|11|10080
100000000113|VF|6200000072|30-08-2025|74|11|10080
100000000113|VF|6200000072|13-09-2025|25|11|10080
100000000113|VF|6200000072|25-10-2025|25|11|10080
100000000113|VF|6200000072|06-09-2025|49|11|10080
100000000113|VF|6200000072|20-09-2025|25|11|10080
100000000113|VF|6200000072|06-12-2025|49|11|10080
100000000113|VF|6200000072|22-11-2025|98|11|10080
100000000113|VF|6200000072|27-09-2025|25|11|10080
100000000113|VF|6200000072|23-08-2025|49|11|10080
100000000113|VF|6200000072|02-08-2025|49|11|10080
100000000113|VF|6200000072|26-07-2025|49|11|10080
100000000113|VF|6200000072|04-10-2025|25|11|10080
100000000113|VF|6200000072|16-08-2025|25|11|10080
100000000113|VF|6200000072|09-08-2025|49|11|10080
100000000113|VF|6200000072|18-10-2025|49|11|10080
2000-280-868|VF|6200000072|26-07-2025|49|11|10080
2000-280-868|VF|6200000072|02-08-2025|49|11|10080
2000-280-868|VF|6200000072|09-08-2025|49|11|10080
2000-280-868|VF|6200000072|16-08-2025|25|11|10080
2000-280-868|VF|6200000072|23-08-2025|49|11|10080
2000-280-868|VF|6200000072|30-08-2025|74|11|10080
2000-280-868|VF|6200000072|06-09-2025|49|11|10080
2000-280-868|VF|6200000072|13-09-2025|25|11|10080
2000-280-868|VF|6200000072|20-09-2025|25|11|10080
2000-280-868|VF|6200000072|27-09-2025|25|11|10080
2000-280-868|VF|6200000072|04-10-2025|25|11|10080
2000-280-868|VF|6200000072|18-10-2025|49|11|10080
2000-280-868|VF|6200000072|25-10-2025|25|11|10080
2000-280-868|VF|6200000072|22-11-2025|98|11|10080
2000-280-868|VF|6200000072|06-12-2025|49|11|10080
100000002011|VF|6200000072|30-08-2025|94|11|10080
100000002011|VF|6200000072|13-09-2025|25|11|10080
100000002011|VF|6200000072|25-10-2025|25|11|10080
100000002011|VF|6200000072|06-09-2025|49|11|10080
100000002011|VF|6200000072|20-09-2025|25|11|10080
100000002011|VF|6200000072|06-12-2025|49|11|10080
100000002011|VF|6200000072|22-11-2025|98|11|10080
100000002011|VF|6200000072|27-09-2025|25|11|10080
100000002011|VF|6200000072|23-08-2025|49|11|10080
100000002011|VF|6200000072|02-08-2025|49|11|10080
100000002011|VF|6200000072|26-07-2025|49|11|10080
100000002011|VF|6200000072|04-10-2025|25|11|10080
100000002011|VF|6200000072|16-08-2025|25|11|10080
100000002011|VF|6200000072|09-08-2025|49|11|10080
100000002011|VF|6200000072|18-10-2025|49|11|10080
100000002012|VF|6200000072|30-08-2025|94|11|10080
100000002012|VF|6200000072|13-09-2025|25|11|10080
100000002012|VF|6200000072|25-10-2025|25|11|10080
100000002012|VF|6200000072|06-09-2025|49|11|10080
100000002012|VF|6200000072|20-09-2025|25|11|10080
100000002012|VF|6200000072|06-12-2025|49|11|10080
100000002012|VF|6200000072|22-11-2025|98|11|10080
100000002012|VF|6200000072|27-09-2025|25|11|10080
100000002012|VF|6200000072|23-08-2025|49|11|10080
100000002012|VF|6200000072|02-08-2025|49|11|10080
100000002012|VF|6200000072|26-07-2025|49|11|10080
100000002012|VF|6200000072|04-10-2025|25|11|10080
100000002012|VF|6200000072|16-08-2025|25|11|10080
100000002012|VF|6200000072|09-08-2025|49|11|10080
100000002012|VF|6200000072|18-10-2025|49|11|10080
100000002013|VF|6200000072|30-08-2025|94|11|10080
100000002013|VF|6200000072|13-09-2025|25|11|10080
100000002013|VF|6200000072|25-10-2025|25|11|10080
100000002013|VF|6200000072|06-09-2025|49|11|10080
100000002013|VF|6200000072|20-09-2025|25|11|10080
100000002013|VF|6200000072|06-12-2025|49|11|10080
100000002013|VF|6200000072|22-11-2025|98|11|10080
100000002013|VF|6200000072|27-09-2025|25|11|10080
100000002013|VF|6200000072|23-08-2025|49|11|10080
100000002013|VF|6200000072|02-08-2025|49|11|10080
100000002013|VF|6200000072|26-07-2025|49|11|10080
100000002013|VF|6200000072|04-10-2025|25|11|10080
100000002013|VF|6200000072|16-08-2025|25|11|10080
100000002013|VF|6200000072|09-08-2025|49|11|10080
100000002013|VF|6200000072|18-10-2025|49|11|10080
2001-001-001|VF|6200000072|30-08-2025|94|11|10080
2001-001-001|VF|6200000072|13-09-2025|25|11|10080
2001-001-001|VF|6200000072|25-10-2025|25|11|10080
2001-001-001|VF|6200000072|06-09-2025|49|11|10080
2001-001-001|VF|6200000072|20-09-2025|25|11|10080
2001-001-001|VF|6200000072|06-12-2025|49|11|10080
2001-001-001|VF|6200000072|22-11-2025|98|11|10080
2001-001-001|VF|6200000072|27-09-2025|25|11|10080
2001-001-001|VF|6200000072|23-08-2025|49|11|10080
2001-001-001|VF|6200000072|02-08-2025|49|11|10080
2001-001-001|VF|6200000072|26-07-2025|49|11|10080
2001-001-001|VF|6200000072|04-10-2025|25|11|10080
2001-001-001|VF|6200000072|16-08-2025|25|11|10080
2001-001-001|VF|6200000072|09-08-2025|49|11|10080
2001-001-001|VF|6200000072|18-10-2025|49|11|10080
2000-285-610|VF|6200000072|30-08-2025|94|11|10080
2000-285-610|VF|6200000072|13-09-2025|25|11|10080
2000-285-610|VF|6200000072|25-10-2025|25|11|10080
2000-285-610|VF|6200000072|06-09-2025|49|11|10080
2000-285-610|VF|6200000072|20-09-2025|25|11|10080
2000-285-610|VF|6200000072|06-12-2025|49|11|10080
2000-285-610|VF|6200000072|22-11-2025|98|11|10080
2000-285-610|VF|6200000072|27-09-2025|25|11|10080
2000-285-610|VF|6200000072|23-08-2025|49|11|10080
2000-285-610|VF|6200000072|02-08-2025|49|11|10080
2000-285-610|VF|6200000072|26-07-2025|49|11|10080
2000-285-610|VF|6200000072|04-10-2025|25|11|10080
2000-285-610|VF|6200000072|16-08-2025|25|11|10080
2000-285-610|VF|6200000072|09-08-2025|49|11|10080
2000-285-610|VF|6200000072|18-10-2025|49|11|10080
2001-000-001|VF|6200000072|30-08-2025|94|11|10080
2001-000-001|VF|6200000072|13-09-2025|25|11|10080
2001-000-001|VF|6200000072|25-10-2025|25|11|10080
2001-000-001|VF|6200000072|06-09-2025|49|11|10080
2001-000-001|VF|6200000072|20-09-2025|25|11|10080
2001-000-001|VF|6200000072|06-12-2025|49|11|10080
2001-000-001|VF|6200000072|22-11-2025|98|11|10080
2001-000-001|VF|6200000072|27-09-2025|25|11|10080
2001-000-001|VF|6200000072|23-08-2025|49|11|10080
2001-000-001|VF|6200000072|02-08-2025|49|11|10080
2001-000-001|VF|6200000072|26-07-2025|49|11|10080
2001-000-001|VF|6200000072|04-10-2025|25|11|10080
2001-000-001|VF|6200000072|16-08-2025|25|11|10080
2001-000-001|VF|6200000072|09-08-2025|49|11|10080
2001-000-001|VF|6200000072|18-10-2025|49|11|10080
100000002014|VF|6200000072|30-08-2025|94|11|10080
100000002014|VF|6200000072|13-09-2025|25|11|10080
100000002014|VF|6200000072|25-10-2025|25|11|10080
100000002014|VF|6200000072|06-09-2025|49|11|10080
100000002014|VF|6200000072|20-09-2025|25|11|10080
100000002014|VF|6200000072|06-12-2025|49|11|10080
100000002014|VF|6200000072|22-11-2025|98|11|10080
100000002014|VF|6200000072|27-09-2025|25|11|10080
100000002014|VF|6200000072|23-08-2025|49|11|10080
100000002014|VF|6200000072|02-08-2025|49|11|10080
100000002014|VF|6200000072|26-07-2025|49|11|10080
100000002014|VF|6200000072|04-10-2025|25|11|10080
100000002014|VF|6200000072|16-08-2025|25|11|10080
100000002014|VF|6200000072|09-08-2025|49|11|10080
100000002014|VF|6200000072|18-10-2025|49|11|10080
100000002015|VF|6200000072|30-08-2025|94|11|10080
100000002015|VF|6200000072|13-09-2025|25|11|10080
100000002015|VF|6200000072|25-10-2025|25|11|10080
100000002015|VF|6200000072|06-09-2025|49|11|10080
100000002015|VF|6200000072|20-09-2025|25|11|10080
100000002015|VF|6200000072|06-12-2025|49|11|10080
100000002015|VF|6200000072|22-11-2025|98|11|10080
100000002015|VF|6200000072|27-09-2025|25|11|10080
100000002015|VF|6200000072|23-08-2025|49|11|10080
100000002015|VF|6200000072|02-08-2025|49|11|10080
100000002015|VF|6200000072|26-07-2025|49|11|10080
100000002015|VF|6200000072|04-10-2025|25|11|10080
100000002015|VF|6200000072|16-08-2025|25|11|10080
100000002015|VF|6200000072|09-08-2025|49|11|10080
100000002015|VF|6200000072|18-10-2025|49|11|10080
100000002016|VF|6200000072|30-08-2025|94|11|10080
100000002016|VF|6200000072|13-09-2025|25|11|10080
100000002016|VF|6200000072|25-10-2025|25|11|10080
100000002016|VF|6200000072|06-09-2025|49|11|10080
100000002016|VF|6200000072|20-09-2025|25|11|10080
100000002016|VF|6200000072|06-12-2025|49|11|10080
100000002016|VF|6200000072|22-11-2025|98|11|10080
100000002016|VF|6200000072|27-09-2025|25|11|10080
100000002016|VF|6200000072|23-08-2025|49|11|10080
100000002016|VF|6200000072|02-08-2025|49|11|10080
100000002016|VF|6200000072|26-07-2025|49|11|10080
100000002016|VF|6200000072|04-10-2025|25|11|10080
100000002016|VF|6200000072|16-08-2025|25|11|10080
100000002016|VF|6200000072|09-08-2025|49|11|10080
100000002016|VF|6200000072|18-10-2025|49|11|10080
100000000004|VF|6200000072|13-12-2025|75|11|10080
100000000004|VF|6200000072|20-12-2025|75|11|10080
100000000004|VF|6200000072|27-12-2025|75|11|10080
100000000004|VF|6200000072|03-01-2026|75|11|10080
100000000004|VF|6200000072|10-01-2026|75|11|10080
100000000004|VF|6200000072|17-01-2026|75|11|10080
100000000004|VF|6200000072|24-01-2026|75|11|10080
100000000004|VF|6200000072|31-01-2026|75|11|10080
100000000004|VF|6200000072|07-02-2026|75|11|10080
100000000004|VF|6200000072|14-02-2026|75|11|10080
100000000004|VF|6200000072|21-02-2026|75|11|10080
100000000004|VF|6200000072|28-02-2026|75|11|10080
100000000004|VF|6200000072|07-03-2026|75|11|10080
100000000004|VF|6200000072|14-03-2026|75|11|10080
100000000004|VF|6200000072|21-03-2026|75|11|10080
100000000004|VF|6200000072|28-03-2026|75|11|10080
100000000004|VF|6200000072|04-04-2026|75|11|10080
100000000004|VF|6200000072|11-04-2026|75|11|10080
100000000004|VF|6200000072|18-04-2026|75|11|10080
100000000004|VF|6200000072|25-04-2026|75|11|10080
100000000004|VF|6200000072|02-05-2026|75|11|10080
100000000004|VF|6200000072|09-05-2026|75|11|10080
100000000004|VF|6200000072|16-05-2026|75|11|10080
100000000004|VF|6200000072|23-05-2026|75|11|10080
100000000004|VF|6200000072|30-05-2026|75|11|10080
100000000004|VF|6200000072|06-06-2026|75|11|10080
100000000004|VF|6200000072|13-06-2026|75|11|10080
100000000004|VF|6200000072|20-06-2026|75|11|10080
100000000004|VF|6200000072|27-06-2026|75|11|10080
100000000004|VF|6200000072|04-07-2026|75|11|10080
100000000004|VF|6200000072|11-07-2026|75|11|10080
100000000004|VF|6200000072|18-07-2026|75|11|10080
100000000004|VF|6200000072|25-07-2026|75|11|10080
100000000004|VF|6200000072|01-08-2026|75|11|10080
100000000004|VF|6200000072|08-08-2026|75|11|10080
100000000004|VF|6200000072|15-08-2026|75|11|10080
100000000004|VF|6200000072|22-08-2026|75|11|10080
100000000004|VF|6200000072|29-08-2026|75|11|10080
100000000004|VF|6200000072|05-09-2026|75|11|10080
100000000004|VF|6200000072|12-09-2026|75|11|10080
100000000004|VF|6200000072|19-09-2026|75|11|10080
100000000004|VF|6200000072|26-09-2026|75|11|10080
100000000004|VF|6200000072|03-10-2026|75|11|10080
100000000004|VF|6200000072|10-10-2026|75|11|10080
100000000004|VF|6200000072|17-10-2026|75|11|10080
100000000004|VF|6200000072|24-10-2026|75|11|10080
100000000004|VF|6200000072|31-10-2026|75|11|10080
100000000004|VF|6200000072|07-11-2026|75|11|10080
100000000004|VF|6200000072|14-11-2026|75|11|10080
100000000004|VF|6200000072|21-11-2026|75|11|10080
100000000004|VF|6200000072|28-11-2026|75|11|10080
100000000004|VF|6200000072|05-12-2026|75|11|10080
100000000004|VF|6200000072|12-12-2026|75|11|10080
100000000004|VF|6200000072|19-12-2026|75|11|10080
100000000004|VF|6200000072|26-12-2026|75|11|10080
100000000004|VF|6200000072|02-01-2027|75|11|10080
100000000004|VF|6200000072|09-01-2027|75|11|10080
100000000004|VF|6200000072|16-01-2027|75|11|10080
100000000004|VF|6200000072|23-01-2027|75|11|10080
100000000004|VF|6200000072|30-01-2027|75|11|10080
100000000004|VF|6200000072|06-02-2027|75|11|10080
100000000004|VF|6200000072|13-02-2027|75|11|10080
100000000004|VF|6200000072|20-02-2027|75|11|10080
100000000004|VF|6200000072|27-02-2027|75|11|10080
100000000004|VF|6200000072|06-03-2027|75|11|10080
100000000004|VF|6200000072|13-03-2027|75|11|10080
100000000004|VF|6200000072|20-03-2027|75|11|10080
100000000004|VF|6200000072|27-03-2027|75|11|10080
100000000004|VF|6200000072|03-04-2027|75|11|10080
100000000004|VF|6200000072|10-04-2027|75|11|10080
100000000004|VF|6200000072|17-04-2027|75|11|10080
100000000004|VF|6200000072|24-04-2027|75|11|10080
100000000004|VF|6200000072|01-05-2027|75|11|10080
100000000004|VF|6200000072|08-05-2027|75|11|10080
100000000004|VF|6200000072|15-05-2027|75|11|10080
100000000004|VF|6200000072|22-05-2027|75|11|10080
100000000004|VF|6200000072|29-05-2027|75|11|10080
100000000004|VF|6200000072|05-06-2027|75|11|10080
100000000004|VF|6200000072|12-06-2027|75|11|10080
100000000004|VF|6200000072|19-06-2027|75|11|10080
100000000004|VF|6200000072|26-06-2027|75|11|10080
100000000004|VF|6200000072|03-07-2027|75|11|10080
100000000004|VF|6200000072|10-07-2027|75|11|10080
100000000004|VF|6200000072|17-07-2027|75|11|10080
100000000004|VF|6200000072|24-07-2027|75|11|10080
100000000004|VF|6200000072|31-07-2027|75|11|10080
100000000005|VF|6200000072|13-12-2025|75|11|10080
100000000005|VF|6200000072|20-12-2025|75|11|10080
100000000005|VF|6200000072|27-12-2025|75|11|10080
100000000005|VF|6200000072|03-01-2026|75|11|10080
100000000005|VF|6200000072|10-01-2026|75|11|10080
100000000005|VF|6200000072|17-01-2026|75|11|10080
100000000005|VF|6200000072|24-01-2026|75|11|10080
100000000005|VF|6200000072|31-01-2026|75|11|10080
100000000005|VF|6200000072|07-02-2026|75|11|10080
100000000005|VF|6200000072|14-02-2026|75|11|10080
100000000005|VF|6200000072|21-02-2026|75|11|10080
100000000005|VF|6200000072|28-02-2026|75|11|10080
100000000005|VF|6200000072|07-03-2026|75|11|10080
100000000005|VF|6200000072|14-03-2026|75|11|10080
100000000005|VF|6200000072|21-03-2026|75|11|10080
100000000005|VF|6200000072|28-03-2026|75|11|10080
100000000005|VF|6200000072|04-04-2026|75|11|10080
100000000005|VF|6200000072|11-04-2026|75|11|10080
100000000005|VF|6200000072|18-04-2026|75|11|10080
100000000005|VF|6200000072|25-04-2026|75|11|10080
100000000005|VF|6200000072|02-05-2026|75|11|10080
100000000005|VF|6200000072|09-05-2026|75|11|10080
100000000005|VF|6200000072|16-05-2026|75|11|10080
100000000005|VF|6200000072|23-05-2026|75|11|10080
100000000005|VF|6200000072|30-05-2026|75|11|10080
100000000005|VF|6200000072|06-06-2026|75|11|10080
100000000005|VF|6200000072|13-06-2026|75|11|10080
100000000005|VF|6200000072|20-06-2026|75|11|10080
100000000005|VF|6200000072|27-06-2026|75|11|10080
100000000005|VF|6200000072|04-07-2026|75|11|10080
100000000005|VF|6200000072|11-07-2026|75|11|10080
100000000005|VF|6200000072|18-07-2026|75|11|10080
100000000005|VF|6200000072|25-07-2026|75|11|10080
100000000005|VF|6200000072|01-08-2026|75|11|10080
100000000005|VF|6200000072|08-08-2026|75|11|10080
100000000005|VF|6200000072|15-08-2026|75|11|10080
100000000005|VF|6200000072|22-08-2026|75|11|10080
100000000005|VF|6200000072|29-08-2026|75|11|10080
100000000005|VF|6200000072|05-09-2026|75|11|10080
100000000005|VF|6200000072|12-09-2026|75|11|10080
100000000005|VF|6200000072|19-09-2026|75|11|10080
100000000005|VF|6200000072|26-09-2026|75|11|10080
100000000005|VF|6200000072|03-10-2026|75|11|10080
100000000005|VF|6200000072|10-10-2026|75|11|10080
100000000005|VF|6200000072|17-10-2026|75|11|10080
100000000005|VF|6200000072|24-10-2026|75|11|10080
100000000005|VF|6200000072|31-10-2026|75|11|10080
100000000005|VF|6200000072|07-11-2026|75|11|10080
100000000005|VF|6200000072|14-11-2026|75|11|10080
100000000005|VF|6200000072|21-11-2026|75|11|10080
100000000005|VF|6200000072|28-11-2026|75|11|10080
100000000005|VF|6200000072|05-12-2026|75|11|10080
100000000005|VF|6200000072|12-12-2026|75|11|10080
100000000005|VF|6200000072|19-12-2026|75|11|10080
100000000005|VF|6200000072|26-12-2026|75|11|10080
100000000005|VF|6200000072|02-01-2027|75|11|10080
100000000005|VF|6200000072|09-01-2027|75|11|10080
100000000005|VF|6200000072|16-01-2027|75|11|10080
100000000005|VF|6200000072|23-01-2027|75|11|10080
100000000005|VF|6200000072|30-01-2027|75|11|10080
100000000005|VF|6200000072|06-02-2027|75|11|10080
100000000005|VF|6200000072|13-02-2027|75|11|10080
100000000005|VF|6200000072|20-02-2027|75|11|10080
100000000005|VF|6200000072|27-02-2027|75|11|10080
100000000005|VF|6200000072|06-03-2027|75|11|10080
100000000005|VF|6200000072|13-03-2027|75|11|10080
100000000005|VF|6200000072|20-03-2027|75|11|10080
100000000005|VF|6200000072|27-03-2027|75|11|10080
100000000005|VF|6200000072|03-04-2027|75|11|10080
100000000005|VF|6200000072|10-04-2027|75|11|10080
100000000005|VF|6200000072|17-04-2027|75|11|10080
100000000005|VF|6200000072|24-04-2027|75|11|10080
100000000005|VF|6200000072|01-05-2027|75|11|10080
100000000005|VF|6200000072|08-05-2027|75|11|10080
100000000005|VF|6200000072|15-05-2027|75|11|10080
100000000005|VF|6200000072|22-05-2027|75|11|10080
100000000005|VF|6200000072|29-05-2027|75|11|10080
100000000005|VF|6200000072|05-06-2027|75|11|10080
100000000005|VF|6200000072|12-06-2027|75|11|10080
100000000005|VF|6200000072|19-06-2027|75|11|10080
100000000005|VF|6200000072|26-06-2027|75|11|10080
100000000005|VF|6200000072|03-07-2027|75|11|10080
100000000005|VF|6200000072|10-07-2027|75|11|10080
100000000005|VF|6200000072|17-07-2027|75|11|10080
100000000005|VF|6200000072|24-07-2027|75|11|10080
100000000005|VF|6200000072|31-07-2027|75|11|10080
100000000008|VF|6200000072|13-12-2025|75|11|10080
100000000008|VF|6200000072|20-12-2025|75|11|10080
100000000008|VF|6200000072|27-12-2025|75|11|10080
100000000008|VF|6200000072|03-01-2026|75|11|10080
100000000008|VF|6200000072|10-01-2026|75|11|10080
100000000008|VF|6200000072|17-01-2026|75|11|10080
100000000008|VF|6200000072|24-01-2026|75|11|10080
100000000008|VF|6200000072|31-01-2026|75|11|10080
100000000008|VF|6200000072|07-02-2026|75|11|10080
100000000008|VF|6200000072|14-02-2026|75|11|10080
100000000008|VF|6200000072|21-02-2026|75|11|10080
100000000008|VF|6200000072|28-02-2026|75|11|10080
100000000008|VF|6200000072|07-03-2026|75|11|10080
100000000008|VF|6200000072|14-03-2026|75|11|10080
100000000008|VF|6200000072|21-03-2026|75|11|10080
100000000008|VF|6200000072|28-03-2026|75|11|10080
100000000008|VF|6200000072|04-04-2026|75|11|10080
100000000008|VF|6200000072|11-04-2026|75|11|10080
100000000008|VF|6200000072|18-04-2026|75|11|10080
100000000008|VF|6200000072|25-04-2026|75|11|10080
100000000008|VF|6200000072|02-05-2026|75|11|10080
100000000008|VF|6200000072|09-05-2026|75|11|10080
100000000008|VF|6200000072|16-05-2026|75|11|10080
100000000008|VF|6200000072|23-05-2026|75|11|10080
100000000008|VF|6200000072|30-05-2026|75|11|10080
100000000008|VF|6200000072|06-06-2026|75|11|10080
100000000008|VF|6200000072|13-06-2026|75|11|10080
100000000008|VF|6200000072|20-06-2026|75|11|10080
100000000008|VF|6200000072|27-06-2026|75|11|10080
100000000008|VF|6200000072|04-07-2026|75|11|10080
100000000008|VF|6200000072|11-07-2026|75|11|10080
100000000008|VF|6200000072|18-07-2026|75|11|10080
100000000008|VF|6200000072|25-07-2026|75|11|10080
100000000008|VF|6200000072|01-08-2026|75|11|10080
100000000008|VF|6200000072|08-08-2026|75|11|10080
100000000008|VF|6200000072|15-08-2026|75|11|10080
100000000008|VF|6200000072|22-08-2026|75|11|10080
100000000008|VF|6200000072|29-08-2026|75|11|10080
100000000008|VF|6200000072|05-09-2026|75|11|10080
100000000008|VF|6200000072|12-09-2026|75|11|10080
100000000008|VF|6200000072|19-09-2026|75|11|10080
100000000008|VF|6200000072|26-09-2026|75|11|10080
100000000008|VF|6200000072|03-10-2026|75|11|10080
100000000008|VF|6200000072|10-10-2026|75|11|10080
100000000008|VF|6200000072|17-10-2026|75|11|10080
100000000008|VF|6200000072|24-10-2026|75|11|10080
100000000008|VF|6200000072|31-10-2026|75|11|10080
100000000008|VF|6200000072|07-11-2026|75|11|10080
100000000008|VF|6200000072|14-11-2026|75|11|10080
100000000008|VF|6200000072|21-11-2026|75|11|10080
100000000008|VF|6200000072|28-11-2026|75|11|10080
100000000008|VF|6200000072|05-12-2026|75|11|10080
100000000008|VF|6200000072|12-12-2026|75|11|10080
100000000008|VF|6200000072|19-12-2026|75|11|10080
100000000008|VF|6200000072|26-12-2026|75|11|10080
100000000008|VF|6200000072|02-01-2027|75|11|10080
100000000008|VF|6200000072|09-01-2027|75|11|10080
100000000008|VF|6200000072|16-01-2027|75|11|10080
100000000008|VF|6200000072|23-01-2027|75|11|10080
100000000008|VF|6200000072|30-01-2027|75|11|10080
100000000008|VF|6200000072|06-02-2027|75|11|10080
100000000008|VF|6200000072|13-02-2027|75|11|10080
100000000008|VF|6200000072|20-02-2027|75|11|10080
100000000008|VF|6200000072|27-02-2027|75|11|10080
100000000008|VF|6200000072|06-03-2027|75|11|10080
100000000008|VF|6200000072|13-03-2027|75|11|10080
100000000008|VF|6200000072|20-03-2027|75|11|10080
100000000008|VF|6200000072|27-03-2027|75|11|10080
